hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
3233b978af,ollama_gpt-oss_120b,3,"Adds a cs_dsp library and ALSA control interface for the CS35L41 DSP, exposing DSP controls via ALSA and fixing the Kconfig dependency.",0,0,1,4,,,,,,,,,53.109,,,,,,
32346491dd,ollama_gpt-oss_120b,1,"Version bump to Linux 5.19-rc6, likely a tag aggregating many changes, but specific modifications are not visible.",0,0,0,0,,,,,,,,,58.72,,,,,,
3255530ab1,ollama_gpt-oss_120b,3,"The patch updates KVM x86 MMU code to set iter->old_spte to the value returned by a failed cmpxchg, removing a separate SPTE read and consolidating logic.",0,1,4,0,,,,,,,,,59.156,,,,,,
3256412fc5,ollama_gpt-oss_120b,3,"The patch adds logic to the hisi I2C driver to retrieve the bus clock frequency using either a dedicated clock node or the legacy clk_rate property, falling back as needed.",0,1,0,4,,,,,,,,,54.08,,,,,,
327c348988,ollama_gpt-oss_120b,3,"The patch adds a printk in the UV platform code to display the gap hole end size, which reflects the number of physical address bits used by the system.",0,0,3,0,,,,,,,,,57.717,,,,,,
32f1b53fe8,ollama_gpt-oss_120b,4,"Adds initialization of vqs_list_lock in vdev_info_init() so virtio_test no longer hangs in __vring_new_virtqueue(), fixing the missing lock setup.",4,2,0,0,,,,,,,,,56.607,,,,,,
33024536ba,ollama_gpt-oss_120b,3,"Implements a new hot‑page identification method for memory‑tiering NUMA balancing by recording scan time, measuring hint‑page‑fault latency, reusing struct page bits, adding a hot‑threshold and debugfs control, and includes a bug‑fix for disabling tiering.",2,0,1,4,,,,,,,,,66.419,,,,,,
330f5a3005,ollama_gpt-oss_120b,4,"The commit adds a Chinese translation of the devicetree changesets documentation (docs/zh_CN/devicetree/changesets.rst), updating the documentation tree with localized content.",0,0,0,0,,,,,,,,,62.529,,,,,,
3364c6ce23,ollama_gpt-oss_120b,3,"The patch changes the cast in the arm64 LSE atomic implementation to a size‑matched pointer type, removing a -Warray-bounds warning while leaving the generated binary unchanged.",0,1,4,0,,,,,,,,,65.031,,,,,,
340a02535e,ollama_gpt-oss_120b,4,"The commit relocates the extract‑cert script from the generic scripts directory into the certs directory, updates the Makefile to reference the new location, and configures it to be built only when needed.",0,0,4,0,,,,,,,,,64.297,,,,,,
3470079687,ollama_gpt-oss_120b,4,"The patch modifies the stmmac Ethernet driver to allow changing the MTU while the interface is up by releasing and reopening the driver and invoking set_filter, eliminating the EBUSY error that occurred during DSA‑initiated MTU changes.",4,1,0,0,,,,,,,,,57.899,,,,,,
34886e796c,ollama_gpt-oss_120b,4,"Moves the static pmu_ops structure into the init‑only ops table and marks it __initdata, reducing memory footprint and preventing runtime modifications after initialization.",0,3,3,0,,,,,,,,,61.223,,,,,,
34b1a65ec1,ollama_gpt-oss_120b,3,"The commit removes an outdated reference to max77693.txt from the MAINTAINERS file after the driver documentation was migrated to a YAML file, correcting a merge‑induced mistake.",0,0,4,0,,,,,,,,,56.539,,,,,,
34b88934e6,ollama_gpt-oss_120b,4,"Updates the Qualcomm SM8350 pinctrl device‑tree binding to stop marking the 'function' property as required for pins that are not GPIOs, fixing an incorrect validation rule.",3,0,0,0,,,,,,,,,69.188,,,,,,
35cc9d622e,ollama_gpt-oss_120b,3,"Adds a BPF self‑test that reproduces a warning triggered by a decl_tag in a function prototype return type, exercising btf_type_id_size.",0,1,1,3,,,,,,,,,62.855,,,,,,
35eee9a363,ollama_gpt-oss_120b,3,"The patch updates the RTC self‑test to check for the presence of an RTC device and skip the test when none is found, avoiding unnecessary failures.",0,1,3,0,,,,,,,,,79.28,,,,,,
362e54e48b,ollama_gpt-oss_120b,4,"The patch updates fbtft_init_display() to correctly handle s16‑type init‑sequence values when printing debug information, replacing the previous print with fbtft_par_dbg_hex(). This ensures proper hex representation of signed 16‑bit data.",0,0,4,0,,,,,,,,,65.626,,,,,,
365e1ececb,ollama_gpt-oss_120b,4,"Adds a guard in hv_netvsc to delay VF registration until the host sends the VF association message, eliminating a race that broke the VF path during VM boot.",4,0,0,0,,,,,,,,,65.158,,,,,,
367c9b0f1b,ollama_gpt-oss_120b,4,"Adds mm reference handling in SVM deferred list work to keep the mm struct alive while the work processes ranges, preventing premature release and leaks.",4,2,1,0,,,,,,,,,58.033,,,,,,
36c6f1fb2e,ollama_gpt-oss_120b,3,"Adds optional prepare_streaming and unprepare_streaming queue ops to vb2, allowing resource claim/validation at VIDIOC_STREAMON and release at STREAMOFF or file close.",0,2,0,3,,,,,,,,,58.257,,,,,,
37be3f9d69,ollama_gpt-oss_120b,3,"The patch ensures that any existing firmware session is explicitly torn down before a remote N2N login is retried when the authentication application starts, preventing repeated login attempts.",4,0,1,0,,,,,,,,,53.719,,,,,,
3809db6430,ollama_gpt-oss_120b,3,"The patch adds reference‑count handling to the raw‑MIDI output buffer during snd_rawmidi_drain_output and checks the count on close, preventing concurrent buffer resize while draining.",0,4,2,0,,,,,,,,,52.985,,,,,,
3883001838,ollama_gpt-oss_120b,4,"The commit moves several exported extent_io_tree helper functions into extent-io-tree.c, consolidating helpers that don't rely on tree_search() and shrinking the core file.",0,0,4,0,,,,,,,,,72.538,,,,,,
38d4a385a3,ollama_gpt-oss_120b,4,"The commit introduces a new __vcpu_run() helper in the KVM self‑tests, allowing tests to invoke KVM_RUN without directly handling ioctl asserts.",0,0,1,4,,,,,,,,,60.7,,,,,,
39cdf080ce,ollama_gpt-oss_120b,3,"Adds mt7915_mcu_rdd_background_enable and mt7915_mcu_background_chain_ctrl routines to configure a dedicated DFS receive chain, enabling zero‑wait DFS (CAC) on rdd2.",0,1,0,4,,,,,,,,,60.429,,,,,,
3a52471206,ollama_gpt-oss_120b,3,Adds a device‑tree entry for RK3399 VOPs defining the gamma LUT memory region (base+0x2000) to enable gamma control.,0,0,0,4,,,,,,,,,61.845,,,,,,
3a55f72924,ollama_gpt-oss_120b,3,"The patch disables the KVM_HC_CLOCK_PAIRING hypercall when a vCPU has tsc_always_catchup set, because the hypercall causes an infinite loop in pvclock_read_retry; it changes the return code to KVM_EFAULT and removes a warning.",4,0,0,0,,,,,,,,,57.511,,,,,,
3ac5f2f257,ollama_gpt-oss_120b,4,Adds a kernel-doc comment describing the @server parameter of smb311_update_preauth_hash() to silence a warning from the kernel-doc script.,0,0,4,0,,,,,,,,,64.341,,,,,,
3b1611f252,ollama_gpt-oss_120b,4,"The commit adds new Qualcomm QDU1000 and QRU1000 SoC identifiers to the arm/qcom,ids device‑tree binding header, enabling these platforms to be referenced in DT files.",0,0,1,4,,,,,,,,,59.898,,,,,,
3b49ae380c,ollama_gpt-oss_120b,4,"The patch updates the ipaq-micro driver to check platform_get_irq() return value correctly, replacing a null check with a <0 test because the function returns a negative error code on failure.",4,0,0,0,,,,,,,,,65.286,,,,,,
3b9cb4ba4b,ollama_gpt-oss_120b,4,"The patch updates rcutorture to use kthread_run_on_cpu() instead of separate kthread_create_on_node, kthread_bind and wake_up_process calls, reducing boilerplate and simplifying thread creation on a specific CPU.",0,0,4,0,,,,,,,,,64.315,,,,,,
3bea83b68d,ollama_gpt-oss_120b,3,"The patch restructures the lpfc driver’s handling of RSCN/SCR/RDF/EDC/FARPR for SLI‑3 and SLI‑4, replacing direct SLI‑3 iocb field accesses with new generic get/set helpers and separating SLI‑3/SLI‑4 specific code paths.",0,1,4,0,,,,,,,,,71.276,,,,,,
3cf0507625,ollama_gpt-oss_120b,3,"The patch separates VBT data into global and per‑panel sections, moves panel‑specific parsing to the output probing phase, stores it in connector->panel.vbt, and removes a micro‑optimization check in intel_drrs_frontbuffer_update().",0,1,4,0,,,,,,,,,59.516,,,,,,
3cffb26fbb,ollama_gpt-oss_120b,4,"The patch deletes an unnecessary assignment to the variable 'bytes' in the echoaudio MIDI driver because the value is overwritten later and never read, eliminating a clang dead‑store warning.",0,0,4,0,,,,,,,,,63.53,,,,,,
3d8d3504d2,ollama_gpt-oss_120b,3,"The commit introduces a platform‑specific data structure for Intel Agilex DWC2 USB controller, indicating that its hardware does not support clock‑gating, so the driver can disable that feature on this platform.",0,2,0,4,,,,,,,,,61.301,,,,,,
3dd9c8b5f0,ollama_gpt-oss_120b,4,The patch removes the _bh annotation from all spinlocks in the rxrpc subsystem because RCU callbacks no longer acquire spinlocks and packet handling now runs in an I/O thread rather than soft‑irq context.,0,1,4,0,,,,,,,,,62.309,,,,,,
3de8dd69fa,ollama_gpt-oss_120b,4,"Updates the TI DAC5571 IIO driver to use i2c's .probe_new() callback, which lacks the i2c_device_id argument, and adds explicit device‑id handling inside the probe function.",0,0,4,0,,,,,,,,,55.729,,,,,,
3e1865ba38,ollama_gpt-oss_120b,4,"The commit removes unused conditionals and configuration options from the Qualcomm QMP UFS PHY driver, simplifying the code and eliminating dead paths that are not required by any supported UFS PHY devices.",0,0,4,0,,,,,,,,,58.068,,,,,,
3e5a8e8494,ollama_gpt-oss_120b,4,Adds a reset of the GCC_SDCC_BCR register during SDHC‑MSM controller initialization to clear previous power states and avoid software reset timeout failures.,4,2,0,0,,,,,,,,,64.355,,,,,,
3f64510e3d,ollama_gpt-oss_120b,4,"Updates the RISC‑V Canaan device‑tree for the K210 SoC by splitting the combined timer node into two separate nodes with correct interrupt arrays, eliminating dtbs_check warnings about non‑standard interrupt configuration.",3,1,0,0,,,,,,,,,57.844,,,,,,
3fe012f482,ollama_gpt-oss_120b,4,"Adds a new compatible string for Qualcomm MSM8974 CCI in the I2C dt-bindings, documenting support for two I2C masters.",0,0,4,1,,,,,,,,,57.415,,,,,,
3fe3fd5f30,ollama_gpt-oss_120b,4,"The patch updates the arm64 resume path to load vabits_actual, matching the new __cpu_setup() behavior, so the correct VA bit width is used on 52‑bit enabled builds, fixing boot failures.",4,0,0,0,,,,,,,,,66.363,,,,,,
3ffa9f713c,ollama_gpt-oss_120b,3,"The patch adds error handling to ssi_init(): if platform_driver_register() fails, it now unregisters ssi_pdriver to clean up.",4,0,0,0,,,,,,,,,59.621,,,,,,
403d50341c,ollama_gpt-oss_120b,3,"The patch updates the block layer's bio_copy_data_iter to correctly handle destination bio_vec offsets, restoring functionality needed when bcache copies into bios with non‑zero offsets.",4,0,0,0,,,,,,,,,55.04,,,,,,
40758e493f,ollama_gpt-oss_120b,3,"Adds optional reset‑GPIO handling to the onboard USB hub driver, releasing the reset line after power‑up and asserting it again before power‑down, exposing a new configurable reset control.",0,1,1,4,,,,,,,,,62.418,,,,,,
4088ca3edc,ollama_gpt-oss_120b,3,"The patch removes unused OF header includes (of_irq.h, of_platform.h) from the 8250_dw serial driver and adds the missing mod_devicetable.h, updating the driver’s include list.",0,0,4,0,,,,,,,,,64.459,,,,,,
40e4eb324c,ollama_gpt-oss_120b,3,"The patch changes a left‑shift of a signed 32‑bit constant in __mdiobus_register to use an unsigned type, eliminating undefined behavior flagged by UBSAN.",4,2,1,0,,,,,,,,,61.105,,,,,,
4194442daf,ollama_gpt-oss_120b,3,"The patch adds const qualifiers to pointers of struct detailed_timing used in DRM EDID parsing callbacks, making the data read‑only within those functions.",0,3,4,0,,,,,,,,,61.978,,,,,,
424140d31b,ollama_gpt-oss_120b,3,"The patch updates the xHCI driver to stop enabling U1/U2 link power management for USB3 devices behind tier‑2+ hubs when Intel’s tier policy disallows LPM, adding an early policy check to avoid unnecessary MEL commands.",0,4,2,0,,,,,,,,,65.488,,,,,,
42475735ad,ollama_gpt-oss_120b,4,"The patch deletes a redundant return variable in rtw_wx_get_essid of the r8188eu driver, which was initialized to zero but never assigned, simplifying the code.",0,0,4,0,,,,,,,,,61.283,,,,,,
426d15ad11,ollama_gpt-oss_120b,3,"Adds a check in ext4 to skip launching the ext4lazyinit thread on read‑only mounts, since block allocation isn’t needed, avoiding unnecessary work.",0,1,3,0,,,,,,,,,73.252,,,,,,
42da167bbd,ollama_gpt-oss_120b,3,"The commit updates STM32 device‑tree source files, renaming pinctrl nodes to the standard 'pinctrl' name to silence warnings introduced by a recent pinctrl.yaml addition.",0,0,4,0,,,,,,,,,64.152,,,,,,
435beb4110,ollama_gpt-oss_120b,3,The commit removes Naveen Krishna Chatradhi from the maintainers list of the dt-bindings/hwmon/ntc-thermistor entry because his email bounces.,0,0,1,0,,,,,,,,,55.541,,,,,,
43caf1a682,ollama_gpt-oss_120b,3,"The commit updates the kernel-doc script to replace its custom usage/error handling with the standard Pod::Usage module, integrating documentation printing and simplifying argument parsing error handling.",0,1,3,0,,,,,,,,,59.962,,,,,,
43cf36974d,ollama_gpt-oss_120b,3,"Adds ability for the TPS68470 clock driver to accept multiple consumers via platform data, allowing several sensors on x86 platforms to share the same clock.",0,0,1,4,,,,,,,,,62.683,,,,,,
43da2f0762,ollama_gpt-oss_120b,3,"Adds a CAN/ldisc driver named can327 that lets ELM327 OBD‑II adapters function as inexpensive CAN interfaces, with accompanying documentation.",0,0,1,4,,,,,,,,,54.812,,,,,,
442ec1e5bb,ollama_gpt-oss_120b,4,"Adds a missing space in the ext4 blockmap table heading to realign cells, eliminating the malformed table warning and allowing the documentation to load correctly.",4,0,0,0,,,,,,,,,54.51,,,,,,
44b5554d98,ollama_gpt-oss_120b,4,"The commit updates the thermal driver for MMIO to use the newer device‑tree (OF) registration API, converting its operations to the generic thermal_zone_device_ops structure and registering the zone with the new helper, simplifying initialization.",0,0,4,0,,,,,,,,,61.912,,,,,,
44e36d7552,ollama_gpt-oss_120b,4,"Updates Mediatek mutex driver to use the newly added DDP_COMPONENT_DITHER0 enum index for MT8365, aligning all mutex mod arrays with the revised enum for consistency; no functional behavior changes.",0,0,4,0,,,,,,,,,57.158,,,,,,
450deb93df,ollama_gpt-oss_120b,3,"The patch changes blk-crypto's sysfs registration/unregistration functions to receive a gendisk pointer, using the already available gendisk when these functions are called, in preparation for upcoming block layer sysfs handling changes.",0,0,4,0,,,,,,,,,68.587,,,,,,
46307fd6e2,ollama_gpt-oss_120b,3,"The patch removes an incorrect spinlock (css_set_lock) around kernfs_walk_and_get, which may sleep, and adds a special helper for the default cgroup hierarchy to safely reference the root cgroup without holding the lock.",4,0,2,0,,,,,,,,,62.657,,,,,,
463be3cb35,ollama_gpt-oss_120b,3,"The commit updates the Rockchip arm64 device tree for NanoPi4, adding the enable-strobe-pulldown property to the eMMC PHY to re‑enable the internal pull‑down on the strobe line, fixing HS400 mode I/O errors.",4,1,0,0,,,,,,,,,64.997,,,,,,
4665770407,ollama_gpt-oss_120b,3,"Adds DSD audio bit format support (DSD_U8, DSD_U16_LE, DSD_U32_LE) to the Freescale SAI ASoC driver, extending its format handling.",0,0,1,4,,,,,,,,,53.027,,,,,,
466c1e6d05,ollama_gpt-oss_120b,3,"The patch adds missing cleanup calls in the probe and resource‑setup error paths of the sun8i_a83t MIPI CSI‑2 driver, mirroring the remove function, to correctly free allocated resources when initialization fails.",4,0,0,0,,,,,,,,,63.018,,,,,,
470308d9d2,ollama_gpt-oss_120b,3,"The patch renames macros in the gpio‑f7188x driver by adding a common prefix, cleaning up the GPIO namespace; no functional changes, only naming/style adjustments.",0,0,4,0,,,,,,,,,63.928,,,,,,
48bff1053c,ollama_gpt-oss_120b,4,"The patch changes the random driver so that reads from /dev/urandom attempt a best‑effort entropy generation; if it succeeds the RNG is marked initialized, making the device safe without requiring a guaranteed entropy call.",0,4,1,0,,,,,,,,,57.591,,,,,,
4919d3eb2e,ollama_gpt-oss_120b,4,"Reorders RTC‑CMOS driver init so cmos_wake_setup() runs after cmos_do_probe() sets driver data, eliminating a NULL‑pointer dereference in rtc_handler() on boot.",4,0,2,0,,,,,,,,,62.803,,,,,,
4967a7803c,ollama_gpt-oss_120b,4,"The commit corrects a typo in the IOAT DMA engine module description, changing ""idel"" to ""idle"", without altering any functional code.",0,0,4,0,,,,,,,,,54.112,,,,,,
49fd9b6df5,ollama_gpt-oss_120b,3,"The patch updates many kernel comments in mm/vmscan, replacing references to pages with folios after the folio conversion, without altering code behavior.",0,0,4,0,,,,,,,,,66.163,,,,,,
4b2b4370a8,ollama_gpt-oss_120b,4,"The commit updates the AD5380 IIO DAC driver to use the i2c core’s .probe_new() callback, which lacks the i2c_device_id argument, and adds explicit device‑id lookup inside the probe function.",0,1,3,0,,,,,,,,,55.596,,,,,,
4b9f8ce4d5,ollama_gpt-oss_120b,3,Renames iscsi_conn_queue_work() to iscsi_conn_queue_xmit() in the iSCSI driver to better describe its role of queuing only transmit operations.,0,0,3,0,,,,,,,,,53.868,,,,,,
4ccc6db090,ollama_gpt-oss_120b,4,"The patch replaces atomic_long_cmpxchg with atomic_long_try_cmpxchg in __io_account_mem, removing an extra compare and simplifying code, with no functional behavior change.",0,0,4,0,,,,,,,,,71.074,,,,,,
4d26ba671e,ollama_gpt-oss_120b,3,"The patch removes now‑redundant validation checks in the IOMMU .release_device path and stops freeing fwspec structures that the core now handles, simplifying the release flow.",0,0,4,0,,,,,,,,,56.027,,,,,,
4d2a3c169b,ollama_gpt-oss_120b,4,"Corrects a misspelled word 'postion' to 'position' in the IB/qib driver, affecting only comments or identifiers without changing behavior.",0,0,4,0,,,,,,,,,115.562,,,,,,
4d352eb91a,ollama_gpt-oss_120b,3,"Adds the #reset-cells property to the Mediatek MT8192/MT8195 device‑tree bindings, setting its value to 1 and linking to existing infra_ao reset definitions.",0,0,4,0,,,,,,,,,55.059,,,,,,
4d40ceef47,ollama_gpt-oss_120b,4,"Adds support for Intel 5 Series/3400 PCI device ID 0x3b57, handling it like 0x3b56, enabling HDMI/DP audio via i915 and fixing issue 2751 where audio was non‑functional.",4,0,0,2,,,,,,,,,67.012,,,,,,
4d8f52ac5f,ollama_gpt-oss_120b,3,"The patch updates the clocksource-switch self‑test to correctly propagate child process errors by interpreting system()'s waitpid‑style return with appropriate macros, instead of returning it directly which always yielded zero.",4,0,0,0,,,,,,,,,72.814,,,,,,
4dc84c06a3,ollama_gpt-oss_120b,3,"The patch expands the ethtool ring‑parameter interface to include get/set operations for the driver’s tx_push setting, allowing userspace to control the fast‑path descriptor push via ethtool -G/g.",0,0,1,4,,,,,,,,,60.401,,,,,,
4dd9989164,ollama_gpt-oss_120b,3,"The patch removes an unnecessary 'return' statement from a void function in the ALSA hda/via driver, cleaning up the code.",0,0,4,0,,,,,,,,,55.767,,,,,,
4df002d908,ollama_gpt-oss_120b,3,"The patch changes rcuscale's Kconfig so it can be built without RCU Tasks (e.g., on CONFIG_PREEMPT_NONE kernels), removing an unnecessary dependency, reducing kernel size and simplifying tracing.",0,0,3,0,,,,,,,,,68.355,,,,,,
4e05a4b329,ollama_gpt-oss_120b,3,"Adds checks of rxe_get() return values in RDMA/rxe tasklets to detect when a queue‑pair reference count has dropped to zero, preventing use of an invalid qp after the reference is released.",0,4,2,0,,,,,,,,,57.461,,,,,,
4e0c19fcb8,ollama_gpt-oss_120b,3,"Adds a teardown helper that frees tagger-owned storage when a DSA switch driver is unbound, ensuring proper cleanup and avoiding use-after-free.",4,3,0,0,,,,,,,,,61.314,,,,,,
4e5bc0a9a1,ollama_gpt-oss_120b,3,"The patch extends io_uring's completion queue handling by adding storage for two 64‑bit return values needed by the CQE32 format, reusing the existing hash‑list node structure to hold this extra data.",0,0,1,4,,,,,,,,,67.435,,,,,,
4ec25b49f4,ollama_gpt-oss_120b,3,"The commit modifies the XDP redirect self‑test to create a temporary network namespace instead of using a fixed name, avoiding name collisions when the namespace already exists.",0,0,4,0,,,,,,,,,65.892,,,,,,
4efb98e963,ollama_gpt-oss_120b,3,"The commit moves the module_list size computation inside the modules loop in the ASoC qdsp6 audioreach driver, removing a separate calculation and simplifying the code.",0,0,4,0,,,,,,,,,68.533,,,,,,
4f03dcc6b9,ollama_gpt-oss_120b,3,"Adds a check that existing DSA master devices cannot be attached as upper interfaces of other device types, except when the switch uses no DSA tags, ensuring LAG interfaces of DSA masters stay DSA masters and preventing later addition of unsupported upper ports.",0,4,0,0,,,,,,,,,61.059,,,,,,
4f3701fc59,ollama_gpt-oss_120b,3,"Adds qca8k_bulk_read/write helpers that use the management Ethernet path for bulk packet I/O, updates FDB handling to use them and reduces the register count for FDB reads from four to three.",0,0,2,4,,,,,,,,,65.481,,,,,,
4f57332d6a,ollama_gpt-oss_120b,3,"The commit adds logic to query and probe active Subfunctions (SFs) during the mlx5 driver probe, fixing a situation where SF devices on different functions were not recreated after the parent driver reloads.",4,1,1,0,,,,,,,,,67.64,,,,,,
4f9f531e15,ollama_gpt-oss_120b,3,"The patch replaces separate calls to dma_set_mask() and dma_set_coherent_mask() with the combined dma_set_mask_and_coherent(), removes dead code, and folds qed_set_coherency_mask() into its caller, simplifying the qed driver’s DMA mask handling.",0,1,4,0,,,,,,,,,117.969,,,,,,
4fb35936a3,ollama_gpt-oss_120b,3,"The patch adds a kernel configuration option that enables building of the AMD RPL Platform ACP audio drivers, allowing the drivers to be compiled when the option is selected.",0,0,0,4,,,,,,,,,53.239,,,,,,
507f788d05,ollama_gpt-oss_120b,3,"The commit updates the arm64 lib strcmp implementation by importing the latest upstream Arm Optimized Routines version, which adds Memory Tagging Extension (MTE) support.",0,0,3,0,,,,,,,,,59.918,,,,,,
5099478e43,ollama_gpt-oss_120b,3,"The commit modifies the lpfc driver to derive VMID registration from fabric‑provided FLOGI_ACC parameters instead of static module parameters, ensuring compatibility across different switch brands.",0,3,2,0,,,,,,,,,61.352,,,,,,
50a7d025ca,ollama_gpt-oss_120b,3,"The commit adds a RAS poison creation handler to the amdgpu DRM driver and separates the UMC handler, preparing for a future poison consumption handler.",0,1,1,4,,,,,,,,,63.381,,,,,,
50cfde3349,ollama_gpt-oss_120b,4,"The commit updates the maintainer entry in the dt-bindings clock YAML file for rockchip,rk3395-cru.yaml, replacing an outdated maintainer with the current Rockchip clock maintainer as requested.",0,0,3,0,,,,,,,,,57.901,,,,,,
50f094a558,ollama_gpt-oss_120b,4,"The patch stops ext4 from incrementing the i_version counter on EA inodes, because those inodes repurpose i_version for reference‑count storage; it adds a check in ext4_mark_iloc_dirty() to skip inode_inc_iversion() when EXT4_EA_INODE_FL is set, fixing the xfstest ext4/026 failure.",4,0,0,0,,,,,,,,,74.335,,,,,,
512865d83f,ollama_gpt-oss_120b,3,"The commit changes the default PSCI version reported to KVM guests on arm64 from the previous value to 1.1, updating a constant/default configuration without altering functionality.",0,0,3,0,,,,,,,,,59.637,,,,,,
5192e395c5,ollama_gpt-oss_120b,4,"The patch replaces all strlcpy calls with strscpy in the misc subsystem where the return value was ignored, using a coccinelle script. Both functions behave the same for this usage, so the change is purely API substitution.",0,0,4,0,,,,,,,,,61.783,,,,,,
51cd31ae20,ollama_gpt-oss_120b,4,"The commit updates Qualcomm MSM8960 pin controller device‑tree binding files to the new DT schema, renaming child nodes with '-state' and '-pins' suffixes to match other Qualcomm schemas and ensure consistent parsing.",0,0,4,0,,,,,,,,,58.317,,,,,,
51e76a232f,ollama_gpt-oss_120b,4,"Adds cleanup to free mount options on ntfs_fill_super() error path, eliminating a memory leak reported by syzbot.",4,0,0,0,,,,,,,,,55.683,,,,,,
526e6ca5d1,ollama_gpt-oss_120b,3,"The patch eliminates a duplicate call that sends the EnableGfxImu message, ensuring the message is only sent once from set_gfx_power_up_by_imu.",0,2,4,0,,,,,,,,,59.537,,,,,,
528ef2d996,ollama_gpt-oss_120b,3,"Adds a macro in mm/damon/modules-common to generate identical module parameters for DAMON_RECLAIM and DAMON_LRU_SORT, reducing duplication and easing future reuse.",0,0,4,0,,,,,,,,,68.201,,,,,,
534bd70374,ollama_gpt-oss_120b,3,"The patch adjusts the CC_HAS_ASM_GOTO_TIED_OUTPUT Kconfig test to work when /bin/sh is dash by removing a newline that caused syntax errors, ensuring the test detects the compiler feature correctly.",4,0,0,0,,,,,,,,,67.444,,,,,,
537f8ffbdf,ollama_gpt-oss_120b,4,"The commit deletes the mt8195-specific MOD0 and SOF0 macro definitions and makes the mt8195 platform use the existing mt8183 definitions, eliminating duplicate code.",0,0,4,0,,,,,,,,,63.887,,,,,,
546a5d6122,ollama_gpt-oss_120b,4,"The patch caps ceph MDS request retries at 256 to avoid overflow of the 8‑bit retry counter, stopping further retries when the limit is exceeded.",4,0,0,0,,,,,,,,,58.053,,,,,,
54739cc6b4,ollama_gpt-oss_120b,3,"Renames the preparation and issue handler functions for poll‑remove and file‑update requests to follow the io_<cmd>_prep / io_<cmd> naming pattern, making the io_uring codebase consistent.",0,0,4,0,,,,,,,,,54.845,,,,,,
550842cc60,ollama_gpt-oss_120b,4,"Adds a guard in ocfs2_dlm_shutdown to skip cleanup when the DLM resource was never initialized, preventing a kernel crash after mount failures.",4,0,0,0,,,,,,,,,60.861,,,,,,
552b7cb0ee,ollama_gpt-oss_120b,4,"The commit relocates the calcs directory, which contains FPU code, into the DML directory to follow project guidelines, and fixes compilation issues when DCN is disabled.",0,2,4,0,,,,,,,,,58.046,,,,,,
560f7736b9,ollama_gpt-oss_120b,2,Fixes handling of very fragmented attributes in NTFS3's attr_punch_hole by adding a call to ni_find_attr attr_b to locate the attribute correctly.,4,0,0,0,,,,,,,,,61.346,,,,,,
5614dc3a47,ollama_gpt-oss_120b,4,"The patch fixes a memory leak that occurs when resolve_indirect_refs() aborts on error; it replaces ulist_free() with free_leaf_list() to also free inode lists attached via the aux field, and moves/simplifies free_leaf_list().",4,0,2,0,,,,,,,,,60.799,,,,,,
562f5bc48a,ollama_gpt-oss_120b,4,"The patch edits spte.h in the KVM x86 MMU code to delete a duplicated phrase “be split be split”, leaving a single “be split”. It only changes a comment, not code logic.",0,0,4,0,,,,,,,,,66.769,,,,,,
569c746b8a,ollama_gpt-oss_120b,3,Adds a create_pidcomm helper in perf timechart to consolidate duplicated allocation of per-pid communication structures.,0,0,4,0,,,,,,,,,67.868,,,,,,
570a4bf744,ollama_gpt-oss_120b,3,"The patch updates rxe_resp.c's read_reply() to correctly compute the memory region (mr) value when forming a READ reply, fixing a rare case where mr became zero and caused the rping benchmark to fail on long runs.",4,0,0,0,,,,,,,,,64.315,,,,,,
571650b3a3,ollama_gpt-oss_120b,3,"The patch modifies the bq25890 driver to use regulator_init_data only for the VBUS regulator, removing it from the VSYS regulator config before registration, preventing duplicate consumer supply registration that caused probe failure.",4,1,1,0,,,,,,,,,59.735,,,,,,
577be05c89,ollama_gpt-oss_120b,3,"The patch corrects migrate_pages() handling of THP migration failures when the kernel returns -ENOSYS. It moves the failed THP from the ""from"" list to ""ret_pages"" to avoid double counting, and aligns the error handling for hugetlbfs pages, improving code clarity.",4,2,2,0,,,,,,,,,66.292,,,,,,
57ded5fc98,ollama_gpt-oss_120b,3,"The patch adds acquisition of the RPM runtime power management wakelock around the PXP hardware cleanup performed during driver unbind, mirroring a similar change for suspend, to eliminate the “RPM wakelock ref not held during HW access” warning.",4,2,0,0,,,,,,,,,75.317,,,,,,
5877b7ddbc,ollama_gpt-oss_120b,3,"The patch updates the PSP_BL_CMD enumeration in the amdgpu driver to exactly match the definitions in the trusted OS, correcting a mismatch that could cause incorrect command handling.",4,1,2,0,,,,,,,,,60.143,,,,,,
58e0be1ef6,ollama_gpt-oss_120b,3,"The patch updates the bonding driver to copy IPv4/IPv6 source addresses using __struct_group() (struct_group) instead of raw memcpy, eliminating compiler warnings about reading beyond field size.",0,0,4,0,,,,,,,,,64.829,,,,,,
590a8e564c,ollama_gpt-oss_120b,4,"Adds a flag to mark a cancelled transmit as aborted and stops retrying, preventing hardware buffer overwrite that caused garbled CEC data.",4,0,0,0,,,,,,,,,64.64,,,,,,
593c5ba288,ollama_gpt-oss_120b,4,"The commit updates the MAINTAINERS file for the broadcom USB driver, replacing Al Cooper with Justin Chen as the internal maintainer and adding him as an upstream maintainer.",0,0,0,0,,,,,,,,,62.123,,,,,,
